---------------------------------------------------------------------------------------------

STARTING DOWNLOAD OF MERCATOR FORECAST
---------------------------------------------------------------------------------------------
exit
exit
exit
exit
exit
[Main]  
user=lglasner
pwd=kpt6yrnsRvVm
motu=https://nrt.cmems-du.eu/motu-web/Motu  
service_id=GLOBAL_ANALYSIS_FORECAST_PHY_001_024-TDS
product_id=global-analysis-forecast-phy-001-024
date_min=2020-06-01
date_max=2020-06-31
latitude_min=-40  
latitude_max=-15  
longitude_min=-80  
longitude_max=-70    
depth_min=0.49402499198913574
depth_max=5727.9169921875
variable=thetao,uo,vo,zos,so
out_dir=. 
out_name=2020-06.nc   
log_level=20 
2022-11-07 16:48:22.056 [ INFO] Asynchronous mode set
2022-11-07 16:48:22.057 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:48:27.092 [ INFO] Requesting file to download (this can take a while)...
2022-11-07 16:48:34.898 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:48:49.344 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:48:59.355 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:49:11.832 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:49:21.843 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:49:35.283 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:49:45.293 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:49:59.753 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:50:09.764 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:50:23.202 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:50:33.212 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:50:47.879 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:50:57.889 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:51:12.114 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:51:22.118 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:51:40.644 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:51:50.654 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:52:10.584 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:52:20.595 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:52:38.738 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:52:48.748 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:53:06.898 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:53:16.909 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:53:33.134 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:53:43.145 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:54:01.940 [ INFO] The product is ready for download
2022-11-07 16:54:01.941 [ INFO] Downloading file (this can take a while)...
2022-11-07 16:54:04.015 [ INFO] File type: application/x-netcdf
2022-11-07 16:54:04.016 [ INFO] File size: 453.9 MB (453884744 B)
2022-11-07 16:54:04.016 [ INFO] Downloading file /storage/lucas/FORECAST/MERCATOR/FULLPHYSICS/HINDCAST/2020-06.nc
2022-11-07 17:44:19.384 [ INFO] - 453.9 MB (83.9%)
2022-11-07 17:44:20.421 [ INFO] - 453.9 MB (84.9%)
2022-11-07 17:44:21.623 [ INFO] - 453.9 MB (85.9%)
2022-11-07 17:44:22.853 [ INFO] - 453.9 MB (86.9%)
2022-11-07 17:44:24.073 [ INFO] - 453.9 MB (87.9%)
2022-11-07 17:44:25.318 [ INFO] - 453.9 MB (88.9%)
2022-11-07 17:44:26.598 [ INFO] - 453.9 MB (90.0%)
2022-11-07 17:44:27.904 [ INFO] - 453.9 MB (91.0%)
2022-11-07 17:44:29.251 [ INFO] - 453.9 MB (92.0%)
2022-11-07 17:44:30.495 [ INFO] - 453.9 MB (93.0%)
2022-11-07 17:44:31.782 [ INFO] - 453.9 MB (94.0%)
2022-11-07 17:44:33.042 [ INFO] - 453.9 MB (95.0%)
2022-11-07 17:44:34.309 [ INFO] - 453.9 MB (96.0%)
2022-11-07 17:44:35.368 [ INFO] - 453.9 MB (97.0%)
2022-11-07 17:44:36.650 [ INFO] - 453.9 MB (98.0%)
2022-11-07 17:44:38.044 [ INFO] - 453.9 MB (99.1%)
2022-11-07 17:44:39.403 [ INFO] - 453.9 MB (100.0%)
2022-11-07 17:44:39.403 [ INFO] Processing  time : 0:10:26.487470
2022-11-07 17:44:39.404 [ INFO] Downloading time : 0:02:15.080248
2022-11-07 17:44:39.404 [ INFO] Total time       : 0:12:41.567718
2022-11-07 17:44:39.404 [ INFO] Download rate    : 3.3 MB/s
2022-11-07 17:44:39.404 [ INFO] Done
[Main]  
user=lglasner
pwd=kpt6yrnsRvVm
motu=https://nrt.cmems-du.eu/motu-web/Motu  
service_id=GLOBAL_ANALYSIS_FORECAST_PHY_001_024-TDS
product_id=global-analysis-forecast-phy-001-024
date_min=2020-11-01
date_max=2020-11-31
latitude_min=-40  
latitude_max=-15  
longitude_min=-80  
longitude_max=-70    
depth_min=0.49402499198913574
depth_max=5727.9169921875
variable=thetao,uo,vo,zos,so
out_dir=. 
out_name=2020-11.nc   
log_level=20 
2022-11-07 17:44:39.721 [ INFO] Asynchronous mode set
2022-11-07 17:44:39.722 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:44:49.126 [ INFO] Requesting file to download (this can take a while)...
2022-11-07 17:44:57.677 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:45:15.608 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:45:25.616 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:45:46.319 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:45:56.328 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:46:14.896 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:46:24.906 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:46:41.638 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:46:51.649 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:47:08.493 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:47:18.503 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:47:37.801 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:47:47.811 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:48:06.476 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:48:16.480 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:48:30.705 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:48:40.716 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:48:57.142 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:49:07.153 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:49:20.382 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:49:30.392 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:49:45.262 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:49:55.272 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:50:10.936 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:50:20.943 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:50:34.797 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:50:44.804 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:51:00.957 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:51:10.968 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:51:26.979 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:51:36.989 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:51:54.203 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:52:04.213 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:52:24.471 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:52:34.481 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:52:54.217 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:53:04.227 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:53:21.100 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:53:31.108 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:53:50.131 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:54:00.139 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:54:18.760 [ INFO] The product is ready for download
2022-11-07 17:54:18.760 [ INFO] Downloading file (this can take a while)...
2022-11-07 17:54:20.939 [ INFO] File type: application/x-netcdf
2022-11-07 17:54:20.940 [ INFO] File size: 453.9 MB (453884744 B)
2022-11-07 17:54:20.940 [ INFO] Downloading file /storage/lucas/FORECAST/MERCATOR/FULLPHYSICS/HINDCAST/2020-11.nc
2022-11-07 17:54:24.402 [ INFO] - 453.9 MB (1.0%)
2022-11-07 17:54:25.487 [ INFO] - 453.9 MB (2.0%)
2022-11-07 17:54:26.501 [ INFO] - 453.9 MB (3.0%)
2022-11-07 17:54:27.468 [ INFO] - 453.9 MB (4.0%)
2022-11-07 17:54:28.408 [ INFO] - 453.9 MB (5.1%)
2022-11-07 17:54:29.372 [ INFO] - 453.9 MB (6.1%)
2022-11-07 17:54:30.371 [ INFO] - 453.9 MB (7.1%)
2022-11-07 17:54:31.525 [ INFO] - 453.9 MB (8.1%)
2022-11-07 17:54:32.919 [ INFO] - 453.9 MB (9.1%)
2022-11-07 17:54:34.206 [ INFO] - 453.9 MB (10.1%)
2022-11-07 17:54:35.501 [ INFO] - 453.9 MB (11.1%)
2022-11-07 17:54:36.741 [ INFO] - 453.9 MB (12.1%)
2022-11-07 17:54:38.118 [ INFO] - 453.9 MB (13.1%)
2022-11-07 17:54:39.393 [ INFO] - 453.9 MB (14.2%)
2022-11-07 17:54:40.673 [ INFO] - 453.9 MB (15.2%)
2022-11-07 17:54:41.903 [ INFO] - 453.9 MB (16.2%)
2022-11-07 17:54:43.203 [ INFO] - 453.9 MB (17.2%)
2022-11-07 17:54:44.507 [ INFO] - 453.9 MB (18.2%)
2022-11-07 17:54:45.767 [ INFO] - 453.9 MB (19.2%)
2022-11-07 17:54:47.047 [ INFO] - 453.9 MB (20.2%)
2022-11-07 17:54:48.303 [ INFO] - 453.9 MB (21.2%)
2022-11-07 17:54:49.556 [ INFO] - 453.9 MB (22.2%)
2022-11-07 17:54:50.804 [ INFO] - 453.9 MB (23.2%)
2022-11-07 17:54:52.094 [ INFO] - 453.9 MB (24.3%)
2022-11-07 17:54:53.418 [ INFO] - 453.9 MB (25.3%)
2022-11-07 17:54:54.743 [ INFO] - 453.9 MB (26.3%)
2022-11-07 17:54:55.604 [ INFO] - 453.9 MB (27.3%)
2022-11-07 17:54:56.841 [ INFO] - 453.9 MB (28.3%)
2022-11-07 17:54:58.082 [ INFO] - 453.9 MB (29.3%)
2022-11-07 17:54:59.332 [ INFO] - 453.9 MB (30.3%)
2022-11-07 17:55:00.604 [ INFO] - 453.9 MB (31.3%)
2022-11-07 17:55:01.853 [ INFO] - 453.9 MB (32.3%)
2022-11-07 17:55:03.142 [ INFO] - 453.9 MB (33.4%)
2022-11-07 17:55:04.429 [ INFO] - 453.9 MB (34.4%)
2022-11-07 17:55:05.693 [ INFO] - 453.9 MB (35.4%)
2022-11-07 17:55:06.957 [ INFO] - 453.9 MB (36.4%)
2022-11-07 17:55:08.201 [ INFO] - 453.9 MB (37.4%)
2022-11-07 17:55:09.437 [ INFO] - 453.9 MB (38.4%)
2022-11-07 17:55:10.718 [ INFO] - 453.9 MB (39.4%)
2022-11-07 17:55:12.015 [ INFO] - 453.9 MB (40.4%)
2022-11-07 17:55:13.337 [ INFO] - 453.9 MB (41.4%)
2022-11-07 17:55:14.618 [ INFO] - 453.9 MB (42.5%)
2022-11-07 17:55:15.928 [ INFO] - 453.9 MB (43.5%)
2022-11-07 17:55:17.220 [ INFO] - 453.9 MB (44.5%)
2022-11-07 17:55:18.534 [ INFO] - 453.9 MB (45.5%)
2022-11-07 17:55:19.254 [ INFO] - 453.9 MB (46.5%)
2022-11-07 17:55:20.379 [ INFO] - 453.9 MB (47.5%)
2022-11-07 17:55:21.649 [ INFO] - 453.9 MB (48.5%)
2022-11-07 17:55:22.778 [ INFO] - 453.9 MB (49.5%)
2022-11-07 17:55:23.959 [ INFO] - 453.9 MB (50.5%)
2022-11-07 17:55:25.100 [ INFO] - 453.9 MB (51.5%)
2022-11-07 17:55:26.248 [ INFO] - 453.9 MB (52.6%)
2022-11-07 17:55:27.417 [ INFO] - 453.9 MB (53.6%)
2022-11-07 17:55:28.662 [ INFO] - 453.9 MB (54.6%)
2022-11-07 17:55:29.612 [ INFO] - 453.9 MB (55.6%)
2022-11-07 17:55:30.767 [ INFO] - 453.9 MB (56.6%)
2022-11-07 17:55:31.922 [ INFO] - 453.9 MB (57.6%)
2022-11-07 17:55:33.111 [ INFO] - 453.9 MB (58.6%)
2022-11-07 17:55:34.317 [ INFO] - 453.9 MB (59.6%)
2022-11-07 17:55:35.522 [ INFO] - 453.9 MB (60.6%)
2022-11-07 17:55:36.740 [ INFO] - 453.9 MB (61.7%)
2022-11-07 17:55:37.914 [ INFO] - 453.9 MB (62.7%)
2022-11-07 17:55:38.888 [ INFO] - 453.9 MB (63.7%)
2022-11-07 17:55:40.059 [ INFO] - 453.9 MB (64.7%)
2022-11-07 17:55:41.198 [ INFO] - 453.9 MB (65.7%)
2022-11-07 17:55:42.407 [ INFO] - 453.9 MB (66.7%)
2022-11-07 17:55:43.409 [ INFO] - 453.9 MB (67.7%)
2022-11-07 17:55:44.577 [ INFO] - 453.9 MB (68.7%)
2022-11-07 17:55:45.837 [ INFO] - 453.9 MB (69.7%)
2022-11-07 17:55:47.107 [ INFO] - 453.9 MB (70.8%)
2022-11-07 17:55:48.358 [ INFO] - 453.9 MB (71.8%)
2022-11-07 17:55:49.605 [ INFO] - 453.9 MB (72.8%)
2022-11-07 17:55:50.980 [ INFO] - 453.9 MB (73.8%)
2022-11-07 17:55:52.376 [ INFO] - 453.9 MB (74.8%)
2022-11-07 17:55:53.743 [ INFO] - 453.9 MB (75.8%)
2022-11-07 17:55:55.121 [ INFO] - 453.9 MB (76.8%)
2022-11-07 17:55:56.506 [ INFO] - 453.9 MB (77.8%)
2022-11-07 17:55:57.859 [ INFO] - 453.9 MB (78.8%)
2022-11-07 17:55:59.209 [ INFO] - 453.9 MB (79.8%)
2022-11-07 17:56:00.464 [ INFO] - 453.9 MB (80.9%)
2022-11-07 17:56:01.775 [ INFO] - 453.9 MB (81.9%)
2022-11-07 17:56:03.141 [ INFO] - 453.9 MB (82.9%)
2022-11-07 17:56:04.487 [ INFO] - 453.9 MB (83.9%)
2022-11-07 17:56:05.817 [ INFO] - 453.9 MB (84.9%)
2022-11-07 17:56:07.154 [ INFO] - 453.9 MB (85.9%)
2022-11-07 17:56:08.372 [ INFO] - 453.9 MB (86.9%)
2022-11-07 17:56:09.210 [ INFO] - 453.9 MB (87.9%)
2022-11-07 17:56:10.396 [ INFO] - 453.9 MB (88.9%)
2022-11-07 17:56:11.483 [ INFO] - 453.9 MB (90.0%)
2022-11-07 17:56:12.578 [ INFO] - 453.9 MB (91.0%)
2022-11-07 17:56:13.700 [ INFO] - 453.9 MB (92.0%)
2022-11-07 17:56:14.721 [ INFO] - 453.9 MB (93.0%)
2022-11-07 17:56:15.785 [ INFO] - 453.9 MB (94.0%)
2022-11-07 17:56:16.894 [ INFO] - 453.9 MB (95.0%)
2022-11-07 17:56:18.033 [ INFO] - 453.9 MB (96.0%)
2022-11-07 17:56:19.042 [ INFO] - 453.9 MB (97.0%)
2022-11-07 17:56:20.134 [ INFO] - 453.9 MB (98.0%)
2022-11-07 17:56:21.229 [ INFO] - 453.9 MB (99.1%)
2022-11-07 17:56:22.193 [ INFO] - 453.9 MB (100.0%)
2022-11-07 17:56:22.194 [ INFO] Processing  time : 0:09:41.219268
2022-11-07 17:56:22.195 [ INFO] Downloading time : 0:02:01.253835
2022-11-07 17:56:22.195 [ INFO] Total time       : 0:11:42.473103
2022-11-07 17:56:22.195 [ INFO] Download rate    : 3.7 MB/s
2022-11-07 17:56:22.195 [ INFO] Done
[Main]  
user=lglasner
pwd=kpt6yrnsRvVm
motu=https://nrt.cmems-du.eu/motu-web/Motu  
service_id=GLOBAL_ANALYSIS_FORECAST_PHY_001_024-TDS
product_id=global-analysis-forecast-phy-001-024
date_min=2020-12-01
date_max=2020-12-31
latitude_min=-40  
latitude_max=-15  
longitude_min=-80  
longitude_max=-70    
depth_min=0.49402499198913574
depth_max=5727.9169921875
variable=thetao,uo,vo,zos,so
out_dir=. 
out_name=2020-12.nc   
log_level=20 
2022-11-07 17:56:22.524 [ INFO] Asynchronous mode set
2022-11-07 17:56:22.525 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:56:31.958 [ INFO] Requesting file to download (this can take a while)...
2022-11-07 17:56:40.429 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:56:59.017 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:57:09.028 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:57:26.572 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:57:36.580 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:57:51.924 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:58:01.932 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:58:20.354 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:58:30.364 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:58:49.902 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:58:59.912 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:59:18.725 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:59:28.732 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 17:59:48.309 [ INFO] Product is not yet available (request in progress)
2022-11-07 17:59:58.316 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:00:15.673 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:00:25.680 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:00:43.071 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:00:53.080 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:01:09.671 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:01:19.680 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:01:39.191 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:01:49.199 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:02:03.657 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:02:13.667 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:02:30.565 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:02:40.572 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:02:54.824 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:03:04.832 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:03:18.866 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:03:28.877 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:03:42.960 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:03:52.968 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:04:09.857 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:04:19.867 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:04:38.205 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:04:48.212 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:05:07.519 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:05:17.530 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:05:35.072 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:05:45.080 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:06:03.930 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:06:13.940 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:06:30.498 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:06:40.508 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:06:54.147 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:07:04.157 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:07:18.078 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:07:28.089 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:07:42.834 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:07:52.845 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:08:06.814 [ INFO] Product is not yet available (request in progress)
2022-11-07 18:08:16.825 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 18:08:31.263 [ INFO] The product is ready for download
2022-11-07 18:08:31.263 [ INFO] Downloading file (this can take a while)...
2022-11-07 18:08:32.738 [ INFO] File type: application/x-netcdf
2022-11-07 18:08:32.738 [ INFO] File size: 453.9 MB (453884744 B)
2022-11-07 18:08:32.739 [ INFO] Downloading file /storage/lucas/FORECAST/MERCATOR/FULLPHYSICS/HINDCAST/2020-12.nc
2022-11-07 18:08:35.797 [ INFO] - 453.9 MB (1.0%)
2022-11-07 18:08:36.969 [ INFO] - 453.9 MB (2.0%)
2022-11-07 18:08:37.858 [ INFO] - 453.9 MB (3.0%)
2022-11-07 18:08:38.306 [ INFO] - 453.9 MB (4.0%)
2022-11-07 18:08:38.718 [ INFO] - 453.9 MB (5.1%)
2022-11-07 18:08:39.120 [ INFO] - 453.9 MB (6.1%)
2022-11-07 18:08:39.524 [ INFO] - 453.9 MB (7.1%)
2022-11-07 18:08:39.926 [ INFO] - 453.9 MB (8.1%)
2022-11-07 18:08:40.331 [ INFO] - 453.9 MB (9.1%)
2022-11-07 18:08:40.734 [ INFO] - 453.9 MB (10.1%)
2022-11-07 18:08:41.140 [ INFO] - 453.9 MB (11.1%)
2022-11-07 18:08:41.543 [ INFO] - 453.9 MB (12.1%)
2022-11-07 18:08:41.950 [ INFO] - 453.9 MB (13.1%)
2022-11-07 18:08:42.354 [ INFO] - 453.9 MB (14.2%)
2022-11-07 18:08:42.775 [ INFO] - 453.9 MB (15.2%)
2022-11-07 18:08:43.190 [ INFO] - 453.9 MB (16.2%)
2022-11-07 18:08:43.600 [ INFO] - 453.9 MB (17.2%)
2022-11-07 18:08:44.021 [ INFO] - 453.9 MB (18.2%)
2022-11-07 18:08:44.439 [ INFO] - 453.9 MB (19.2%)
2022-11-07 18:08:44.859 [ INFO] - 453.9 MB (20.2%)
2022-11-07 18:08:45.296 [ INFO] - 453.9 MB (21.2%)
2022-11-07 18:08:45.761 [ INFO] - 453.9 MB (22.2%)
2022-11-07 18:08:46.195 [ INFO] - 453.9 MB (23.2%)
2022-11-07 18:08:46.649 [ INFO] - 453.9 MB (24.3%)
2022-11-07 18:08:47.106 [ INFO] - 453.9 MB (25.3%)
2022-11-07 18:08:47.559 [ INFO] - 453.9 MB (26.3%)
2022-11-07 18:08:48.036 [ INFO] - 453.9 MB (27.3%)
2022-11-07 18:08:48.537 [ INFO] - 453.9 MB (28.3%)
2022-11-07 18:08:49.031 [ INFO] - 453.9 MB (29.3%)
2022-11-07 18:08:49.527 [ INFO] - 453.9 MB (30.3%)
2022-11-07 18:08:50.050 [ INFO] - 453.9 MB (31.3%)
2022-11-07 18:08:50.577 [ INFO] - 453.9 MB (32.3%)
2022-11-07 18:08:51.125 [ INFO] - 453.9 MB (33.4%)
2022-11-07 18:08:51.708 [ INFO] - 453.9 MB (34.4%)
2022-11-07 18:08:52.297 [ INFO] - 453.9 MB (35.4%)
2022-11-07 18:08:52.905 [ INFO] - 453.9 MB (36.4%)
2022-11-07 18:08:53.570 [ INFO] - 453.9 MB (37.4%)
2022-11-07 18:08:54.199 [ INFO] - 453.9 MB (38.4%)
2022-11-07 18:08:54.954 [ INFO] - 453.9 MB (39.4%)
2022-11-07 18:08:55.650 [ INFO] - 453.9 MB (40.4%)
2022-11-07 18:08:56.460 [ INFO] - 453.9 MB (41.4%)
2022-11-07 18:08:57.307 [ INFO] - 453.9 MB (42.5%)
2022-11-07 18:08:58.238 [ INFO] - 453.9 MB (43.5%)
2022-11-07 18:08:59.042 [ INFO] - 453.9 MB (44.5%)
2022-11-07 18:08:59.942 [ INFO] - 453.9 MB (45.5%)
2022-11-07 18:09:00.861 [ INFO] - 453.9 MB (46.5%)
2022-11-07 18:09:01.717 [ INFO] - 453.9 MB (47.5%)
2022-11-07 18:09:02.582 [ INFO] - 453.9 MB (48.5%)
2022-11-07 18:09:03.461 [ INFO] - 453.9 MB (49.5%)
2022-11-07 18:09:04.416 [ INFO] - 453.9 MB (50.5%)
2022-11-07 18:09:05.226 [ INFO] - 453.9 MB (51.5%)
2022-11-07 18:09:06.133 [ INFO] - 453.9 MB (52.6%)
2022-11-07 18:09:07.079 [ INFO] - 453.9 MB (53.6%)
2022-11-07 18:09:07.888 [ INFO] - 453.9 MB (54.6%)
2022-11-07 18:09:08.775 [ INFO] - 453.9 MB (55.6%)
2022-11-07 18:09:09.681 [ INFO] - 453.9 MB (56.6%)
2022-11-07 18:09:10.577 [ INFO] - 453.9 MB (57.6%)
2022-11-07 18:09:11.439 [ INFO] - 453.9 MB (58.6%)
2022-11-07 18:09:12.336 [ INFO] - 453.9 MB (59.6%)
